__label__3(3),"Figures appeared in the road ahead , waving them <head>into</head> the yard of the farmhouse ."
__label__4(3),Strip <head>off</head> the old varnish with a chemical stripper and wire wool .
__label__2(2)-1,Since the end of Athens ' archaic war with Eleusis it would have been absurd <head>for</head> any deme of Attica to think of rivalling Athens .
__label__2(1a),Gouzenko 's involvement in the allegations <head>against</head> Sir Roger Hollis was the result of statements he made during the lengthy debriefing following his defection when he claimed there were two Russian spies both with the codename Elli .
__label__8(3),"Gibraltar 's Attorney General John Blackburn Gittins , told the hearing Newall confessed his plan <head>to</head> prison officers ."
__label__3(2),"Soon after checking in , they decided to stroll <head>around</head> the Vieux Carre , the elegant French Quarter which dates back to 1718 ."
__label__4(3)-1,The crowds weaved <head>around</head> the barrow boys selling Christmas wrapping paper and ribbon and those party-popper things which went bang and sent streamers of shredded Hong Kong daily newspapers across the room .
__label__9(5),"In the early 1970s more and more allegations <head>of</head> cohabitation were being investigated , and more women were being deprived of benefit on these grounds ."
__label__1(1),"Eastwood , manager of Kirkby 's WBC world champion Paul Hodkinson , is ready to talk business <head>with</head> Warren , promoter of WBO champ Colin McMillan of Barking ."
__label__16(7),"His great enemies , Archibald Campbell , Marquis of Argyll , nicknamed the ` glae-eyed marquis "" because of his squint , together with his wife , gloated <head>over</head> Montrose 's death , little realizing what Fate 's swinging pendulum had in store for them ."
__label__4(3),"` I 'll take off your shoes , "" Judy offered , yanking <head>off</head> his handmade Italian loafers and then tying his ankles to the bed with his beige silk socks , so that he was spread-eagled ."
__label__1(1),The weekend <head>before</head> your birthday .
__label__3(3),SHe pissed <head>into</head> the tube and then turned on the shower .
__label__1(1),The Doctor 's subconscious danced happily <head>along</head> the ethereal plane that carries telepathic communication .
__label__1(1),"The ground dipped <head>between</head> two minor cliffs , and the architect must have figured they would make swell windbreaks ."
__label__6(2a),"Bank Ombudsman Laurence Shurman revealed complaints had rocketed <head>to</head> 10,000 in 1991-92 ."
__label__9(3a),"And for two years Pula lived a luxurious life , safe behind a high fence , feeding <head>on</head> imported peanuts , strawberry yoghurt , and fresh vegetables ."
__label__12(6a),"This follows a charge of shoplifting <head>of</head> an amount of meat from an Ayr superstore . """
__label__1(1),"` And you were just you ; you moved like you , spoke like you ; smelled <head>like</head> you . """
__label__4(3),Their approaches to Pope Boniface VIII and the resulting admonitions <head>from</head> the Pope condemning English invasions of the Papal fief of Scotland had incensed Edward and driven him to some of his more savage oppressions .
__label__1(1),Lou pressed her hands <head>to</head> her eyes .
__label__16(7b),"But the next thing we knew he was all kitted out in a blue and white sailor suit , smelling sweetly <head>of</head> baby lotion and with not a wet patch to be seen ."
__label__8(3),It is also believed that none of the injured has made a complaint <head>to</head> the police .
__label__13(6b),` And it was very perceptive <head>of</head> you .
__label__8(3),BJORN BORG has a typically stubborn riposte <head>to</head> those saddened by the sight of one of the game's greatest champions being reduced at times to a level barely above that of a novice .
__label__5(3),"The intriguingly named Sell Yourself to Science : The Complete Guide to Selling Your Organs , Body Fluids , Bodily Functions and Being a Human Guinea Pig , retails <head>at</head> the modest price of $16.95 ."
__label__1(1),Sarah prefers shaving <head>in</head> the shower .
__label__1(1),Thus many farmers have young store cattle which they either sell <head>at</head> market or fatten on fodder crops on their own farms .
__label__5(1d),"` That 's jolly useful , "" Malplacket said. , ` What does it smell <head>like</head> ? """
__label__1(1),"Unable to free himself from the tangle of ropes and floats , Miles swam laboriously across <head>to</head> his daughter ."
__label__1(1),The floor tiles were cold but she hardly noticed as she tiptoed <head>to</head> the door and looked into the kitchen .
__label__3(1b)-1,There was a half bottle <head>of</head> Pinot Gris .
__label__8(6),"This recession is proving especially painful for firms <head>in</head> advertising , retailing , the media and financial services ."
__label__1(1),"The barbarian had vaulted <head>down</head> into the heather and had drawn the black sword , Kring ."
__label__16(7b),She smelled <head>of</head> booze and I adored her .
__label__4(3),"Bella lit a cigarette , which she smoked now <head>with</head> a holder ."
__label__2(1a),I jammed one finger <head>in</head> my ear against the fourth circle of hell that had just broken loose .
__label__4(3),"Fishing boats , barges and lighters were busy around the ships , full of men smashing the ice <head>with</head> picks , hammers and mallets ."
__label__about_topic,The politicians made vague promises <head>about</head> independence .
__label__3(1b),"Nouvel has not yet sunk foundations into British soil , but his work on his home turf in France has produced a crop <head>of</head> prize-winning designs and an endless stream of commissions ."
__label__3(2),"The Tweeds , both CB radio fans , met at a CB club barbecue <head>in</head> 1984 , shortly after Marcelle 's divorce from her first husband ."
__label__1(1),"The armed guards who had escorted the combatants into the arena retreated <head>through</head> the flush-fitting doors , which they closed and locked behind them ."
__label__1(1),Now its stuck <head>on</head> a bank in Monmouth .
__label__11(5),"You mean to say that you sit in this room all day , brooding <head>on</head> the memory of a dead film-star ?"
__label__3(1b) __label__5(1d),"The workers , scurrying along the tracks <head>through</head> the undergrowth , are blind and sterile ."
__label__9(5),"And as Brigitte Bardot has shown recently , even the glow <head>of</head> a new love affair can work wonders ."
__label__1(1),"It takes place <head>during</head> the second weekend of the Daily Mail Ideal Home Exhibition , from Thursday 19th to Sunday 22nd March 1992 and we 've got 10 pairs of tickets to give away ."
__label__12(9)-1,"Then after a lecture <head>from</head> them on my stupidity , each man stepped forward and shook my hand ."
__label__7(5),Blanche nodded <head>with</head> genuine compassion .
__label__6(3),He went out and Robertson heard the hooves <head>of</head> his garron clopping on the road .
__label__11(6)-1,Rostov 's lips twitched <head>at</head> the new interpretation of his son 's name .
__label__1(1),"A water vole swam vigorously across <head>from</head> a little island , its round face and bright eyes showing above the water ."
__label__1(1),"Thousands of Palestinians fled their jobs in Israel and returned home , denouncing the shootings <head>as</head> a massacre of innocents , and calling on Arabs to observe three black days of mourning ."
__label__5(2),The Doctor gathered up his hat and umbrella and hopped down <head>after</head> them .
__label__5(3a),"Maggie glared at him through eyes glazed <head>with</head> tears , and he shrugged , glancing a brilliant look at her that took in everything ."
__label__4(4),The only communication <head>between</head> him and his family had been letters smuggled out .
__label__1(1),"His back was to her , he was toddling <head>along</head> purposefully in the same direction as her , across that bleak empty landscape ."
__label__4(1c),"While translating a treatise <head>by</head> the Scottish physician Dr William Cullen on the use of cinchona or Peruvian bark in the treatment of intermittent fever ( malaria ) , he was struck by Cullen 's assertion that the therapeutic effects of cinchona were due to its tonic , bitter and astringent qualities ."
__label__1(1),"As he had already thrown the scotch <head>down</head> his throat , Neville refilled his glass ."
__label__1(1),Immediately after the blast the victim 's car rolled <head>down</head> hill and struck another car occupied by a woman .
__label__11(6)-1,"` I 'm embarrassed <head>at</head> the way it 's playin' up . """
__label__1(1),Sometimes he awoke to find a rat had crawled <head>across</head> his face .
__label__6(3),"Allitt , 24 , from Corby Glen , near Grantham , also denies attempting to murder the 15-year-old brother <head>of</head> her flat- mate and a 73-year-old woman ."
__label__about_topic,Sue gets cross <head>about</head> that .
__label__6(4) __label__9(7),"No I will not be cruel , you can not be cruel <head>with</head> them ."
__label__4(3),News of the Prague embassy 's open door seems likely to provoke a greatly increased flow of new emigrants <head>from</head> East Germany .
__label__4(3) __label__10(7),"He walked over to the rickety wooden gateway , drawing from his pocket a small jar he had purloined <head>from</head> Mait 's Bagi before Ace had blown it up ."
__label__17(8),The national conference ended <head>on</head> Aug. 28 after delegates had continued to meet in defiance of an attempt by President Gnassingbe Eyadema to suspend its proceedings two days earlier .
__label__12(10),Add the courgettes and onion and fry gently <head>for</head> 4 minutes .
__label__1(1) __label__3(3),I immediately took this to be a delusion -- a sign that I was shortly to withdraw forever <head>into</head> a blissful lunatic world of favourite food fantasies .
__label__1(1),"Plummer wanted to know , a note of exasperation <head>in</head> his voice ."
__label__17(8),She held up a heavy necklace <head>of</head> cabochon rubies intertwined with emeralds and pearls .
__label__5(2),We obtained data <head>by</head> retrospective examination of hospital records .
__label__6(2a),"The HF needs to be a strong solution ( 52-55% ) , with the vessel filled <head>to</head> a depth of about 5-6 mm ."
__label__1(1),The elephants were formerly used to haul trunks <head>from</head> the logging operations .
__label__4(3),"Patrick glanced out the window and caught sight of a troop of British tommies marching <head>around</head> the Green towards them , on the opposite side of the road ."
__label__5(4),"Hearing that Balsley was not expected to live , Chapman literally scoured France <head>for</head> oranges ."
__label__3(1b),The 2140 machine prints 98.5 feet <head>of</head> paper a minute and can produce half a million cheque books a month .
__label__6(4a),"THE HALIFAX , Britain 's biggest building society , yesterday attempted to stem a wholesale move to 15 per cent mortgage rates by announcing a comparatively modest 1-point hike <head>in</head> its own lending rate to 14.5 per cent ."
__label__14(6),"What instrumental techniques can not do is evaluate the sensory attributes of an odour , in particular its acceptability , nor can they compete with the human nose as far as sensitivity <head>to</head> most odours is concerned ."
__label__about_topic,"Sarah made no secret of her past , she even boasted <head>about</head> her many conquests and it seemed that she was leading poor Tom Parks around like a bull with a ring through its nose ."
__label__3(3),"The discoverer and producer of the English folk-rock group Fairport Convention , Boyd also collaborated with Stanley Kubrick on the soundtrack <head>for</head> A Clockwork Orange ."
__label__12(6a),"Many men wore cushions under their shirts or put on grass skirts and false breasts , whether in emulation or mockery <head>of</head> the gentler sex ."
__label__6(5),"On Aug. 17 , however , Shamuyarira denied that the President had suffered a defeat on the issue , and criticized the media <head>for</head> misleading reports ."
__label__3(2),Gajewski passed this on to Pons who phoned Jones <head>in</head> December to discuss the matter .
__label__6(4a),They show that he was thoroughly sincere <head>in</head> his acceptance of collegiality .
__label__10(7),It was Jo 's memories of her war-time evacuation <head>from</head> London to foster homes in the country which stimulated her first work in phototherapy .
__label__11(6)-1,"Back in bed she sipped morosely at the whisky , grimacing slightly <head>at</head> its taste , then giggling wryly at her own reaction ."
__label__3(1b),"Delighted with their silver medals for reaching the final against the world champions , England saw the match open with an expected win <head>by</head> the world champion Jorgen Persson over English champion Chen Xinhua 21-8 , 21-18 ."
__label__1(1),"Let the swine skate <head>to</head> Venice for all I care . """
__label__4(4),"Ms Sultana , of Lawrence Street , Dundee , said her family was approached in 1989 by Ahmed 's family to arrange a marriage <head>between</head> them ."
__label__1(1),We smoke a joint <head>in</head> my car .
__label__4(3),G : When you need something to rhyme <head>with</head> Sandra Dee .
__label__1(1),"If it was a warm , sunny day we would pack all our belongings <head>into</head> the caravan and then we would head to the beach or we would go swimming in the pool on the park ."
__label__13(5),"Prentice hopped onto the grass and fell over , still clutching at his foot ; Rory could see something white stuck <head>to</head> the sole of the boy 's sandshoe ."
__label__above_spatial,As he gazed up into the heights <head>above</head> he noticed a faint thickening of the air as if some of the mist had seeped inside .
__label__12(6a),Reports <head>of</head> the deaths of five people while detained by the police in January 1991 aroused the concern of the Helsinki Watch human rights group .
__label__1(1),The punt tipped over and started to clatter <head>down</head> the rollers the other side .
__label__1(1),The human body produces something like two litres of water vapour in an average night and in cold conditions this can condense <head>inside</head> the filling .
__label__1(1),"Workers will march <head>from</head> the Royal Victoria Hospital , Belfast City Hospital , Shankill Womens ' Centre and the Mater Hospital for the lunchtime Save Our NHS rally ."
__label__14(6),BRITAIN last night pledged its forces <head>to</head> two of the world 's bloodiest conflicts .
__label__6(3a),"I heard the clink of coins , smiled and tiptoed <head>round</head> the bed ."
__label__1(1),"Men poured <head>from</head> both and raced through the cheering crowd , up the steps , to hammer at the door ."
__label__11(5)-1,This omission the CIA conveniently blamed <head>on</head> a handful of spies .
__label__9(5),"Doctor Rice would n't have chatted with her like he was doing ; he would have bawled <head>at</head> her and said , ` I 'll see him ."
__label__8(4),"He scurries <head>round</head> the numerous vantage points , peering down into the camera ."
__label__1(1),The waitress trotting <head>along</head> beside her had seemed unsettled by the other man 's eyes .
__label__4(1c),"Kynaston stepped gingerly over the carpet to Harry , prancing <head>on</head> tiptoe like an inexpert dancer ."
__label__6(2b),England started in the team tournament with a 4-2 victory <head>over</head> Austria to open up a chance for bronze or silver medal .
__label__12(6a),"The arrest <head>of</head> the ` Gang of Four "" in October 1976 eliminated them from the power struggle ."
__label__1(1),"Cranston turned and quietly cursed as the madman scampered <head>across</head> the snow to greet them , yelping like an affectionate dog ."
__label__2(2),The Dornoch Firth is one of the very few areas around the British Isles given a Grade A classification <head>for</head> shellfish purity .
__label__1(1),The dancers kicked him and trod <head>on</head> him until he got to his knees and crawled away .
__label__11(6)-1,"She stopped , horrified <head>at</head> what she had been about to say ."
__label__8(3),"Twenty works leased <head>to</head> Bond by the Australian Guarantee Corporation have been repossessed ; Heavside Clark 's early watercolours of Aboriginal Field Sports , and the group of Conrad Martens watercolours bought from Kerry Packer in 1987 ."
__label__11(6),"In 1964 came another example of the General 's realism when , to the displeasure <head>of</head> both America and Russia , he entered into diplomatic relations with China ."
__label__7(5),The prospect of a marriage between his most important baron <head>in</head> the North and the daughter of the English king 's most dangerous enemy across the still ambiguous northern border must have given Rufus considerable food for thought .
__label__16(7),I pondered hard <head>over</head> the reply to my friend 's question .
__label__1(1),"Three were gross , misshapen versions of the human form , lumbering <head>along</head> at a slow , uneven pace , one leading a small trolley containing a dark , oblong box that had several strange attachments to it ."
__label__1(1),"In certain fertility rites in Burma , a woman desirous of offspring is required not only to approach the King Cobra but to plant a kiss <head>on</head> its mouth ."
__label__9(5),The scent <head>of</head> tobacco was wafted up the stairs .
__label__4(3)-1,Please contact me <head>with</head> your requirements .
__label__1(1),The street light threw strange shadows <head>among</head> the hoardings .
__label__12(9)-1,"I thought that was a brilliant attempt <head>from</head> a boy who really finds it hard to keep on the line , you know ."
__label__above_spatial,"I stay local for a night , then climb the ridge <head>above</head> the far side of the fjord , making for Hestefjordur and a view of the big glacier ."
__label__1(1),"He scrambled energetically <head>onto</head> a chair , and set himself to be like them ."
__label__1(1),"She lifted her hand <head>towards</head> his face , and then dropped it ."
__label__about_topic,"` If one of my lecturers had been murdered , I would n't like to hear someone gloating <head>about</head> the details . """
__label__13(6b),It is a bit unfair <head>of</head> Opposition Members to ask Ministers to make judgments on or second guess what tribunals do .
__label__2(1a),"Apgood pinched his nose <head>like</head> an airline passenger trying to clear his eardrums , and looked Maxim over carefully ."
__label__1(1),By now we had crossed <head>through</head> half a dozen vegetation zones -- the botanical equivalent of a journey from Canada to New Mexico .
__label__1(1),"They clambered up <head>onto</head> the floor , followed eagerly by George who practically fell over them in his clumsy desire to get in ."
__label__1(1),"He vaulted cleanly <head>through</head> the open window , brushed his hair back and sauntered around Stefan 's room , picking up his record book , his razor , his hat ."
__label__3(1b),"But during her short acting career , Brown was held in high esteem <head>by</head> the theatrical fraternity in Northern Ireland ."
__label__3(3),"In these two species the parasite queen , all alone , steals <head>into</head> the nest of another ant species ."
__label__9(5),It should be the expression <head>of</head> a lasting respect and self-sacrificing love .
__label__1(1),"` This autobiography , "" Leo went on , cramming forks <head>into</head> the dishwasher ."
__label__6(3),Azhag 's career of carnage began when he was chieftain <head>of</head> a small Orc tribe from the Troll country .
__label__1(1),"A valuable way of concealing them is to have bars , stripes or blobs of colour that appear to overflow from one section to the next , as though someone has splashed ink <head>across</head> the animal ."
__label__6(6),"She unpacked quickly and changed from her travelling clothes into jeans and a warm sweatshirt , stopping to twist her unruly auburn curls <head>into</head> a topknot , then returned to Reception to ask for directions to the theatre ."
__label__13(5),"Last time I let you make friends , you chained me <head>to</head> a table ."
__label__9(5),"She tightened her hand on his , and they sat holding hands for half a minute before Peter Yeo caught sight <head>of</head> his watch ."
__label__2(1a),"With one swift motion McGowan reached up , took the glasses off and tucked them <head>in</head> his pocket ."
__label__3(1b),"You 'll also be overlooking some nonchalantly sly snippets <head>of</head> humour : the sleeve of ` Oomalama "" features half a dozen plastic animals ."
__label__1(1),"The ladle hit the stew with such force that the liquid splashed <head>onto</head> the white tablecloth , and , almost stuttering now , Alice cried , ` What a thing to say !"
__label__8(4),"As for Margaret -- well , she 'd always fancied herself accompanying my father <head>round</head> the world on his tours ."
__label__10(7),The arrival of bailiffs often results in fear and confusion just a fortnight ago police reinforcements were called in to help with an eviction <head>from</head> a house in Brockworth .
__label__11(6),"` There was a time , "" she read , ` when the acclaim <head>of</head> both the public and his fellow artists was a common thing for Mr Michael Swinton ."
__label__6(4),Yet within two years the percentage of sub-$2 assessments jumped <head>from</head> a modest 39% to more than 56 .
__label__1(1),Please note that the guests may arrive late <head>to</head> the hotel .
__label__3(1b),"If there is any infestation at all , you can be certain that there is more undetected , and that treatment <head>by</head> a specialist firm will be essential ."
__label__5(4),But the return to opera has not by any means been a search <head>for</head> a lost past .
__label__about_topic,"Many solicitors never overcome their own embarrassment <head>about</head> the amount that they charge , though few go on to lower their fees ."
__label__1(1),"Inevitably the road worsened as we neared the pass , the surface rutted by trucks and still awash with water spilling <head>down</head> steep gullies ."
__label__7(5),"I am a clerk <head>in</head> the service of His Most Christian Majesty , King Francis I. We were passing through the village and we heard that the cure had visitors . """
__label__3(1b),"But still Flupper continued in the wrong direction , heading for the greyish clumps <head>of</head> mould and fungi ."
__label__5(1d),She pressed a firm finger <head>on</head> the bell .
__label__9(5),Another man enjoyed sex with his wife while they were reasonably distant but after the tragedy <head>of</head> their daughter 's death brought them closer together he went right off it .
__label__1(1),"The vase rocked back and forth on its base for an instant , then toppled <head>towards</head> the floor ."
__label__9(5),"The dusty sheen <head>of</head> the glass made it stand out from the backing , made it look like a mirror into another room ."
__label__6(5),He criticized Bevin <head>for</head> lack of imagination -- surely an inverted compliment given its implication of positive contributions in the past .
__label__11(6),"Many , however , were less pessimistic about the malevolent desire <head>of</head> powerful vested interests to obstruct the progress of democracy and genuine peace ."
__label__2(1a),"It also gives the animal unusually short front legs and long hind legs , and an abnormally small anus , so that it hops along <head>like</head> a rabbit and suffers from constipation ."
__label__1(1),"We squelched <head>across</head> the field , finally reaching the altar , a single slate slab mounted on stones , on the side of a bank overlooking a tangle of briars ."
__label__11(7b),"Two hours later she was still awake , her body aching <head>with</head> its needs , her brain a whirling turmoil ."
__label__8(3),These will be sold or leased <head>to</head> trainers with living accommodation .
__label__12(6a),"A purchaser will have no knowledge <head>of</head> such agreements and will insist on a warranty by the vendors that no consents are required ( see standard sale agreement , warranty Q6--Appendix III ) ."
__label__9(5),The green eyes peered <head>at</head> Erika .
__label__14(6),"He was nursing in silence the options left to him , and so far they did not appear <head>to</head> him totally unpromising ."
__label__4(1c),"By the time he reached the winding road to the fortress and the Rue du Barri , it was growing dark , and he seemed to be the only person <head>on</head> foot ."
__label__1(1),"So far as the timing of his escape <head>to</head> Germany was concerned , Joyce had hardly moved too soon ."
__label__1(1),"Dick , an eight year old boy , entered the park <head>through</head> a hole in the fence , after the park had closed ."
__label__6(4a)-1,"He sheathed the hologram blade , then , with a hand pressed against the bunched shoulder muscles , swung his left arm <head>in</head> a wide overhead circle ."
__label__14(7),"Why , most obviously , if Judas is determined as his master 's betrayer , is he allowed to depart <head>on</head> his mission of treachery ?"
__label__7(5),And seventeen employers were also prosecuted for colluding <head>in</head> the offences .
__label__1(1),These big cultivators rumbling <head>along</head> .
__label__10(7),GRAEME SOUNESS knows full well what Liverpool 's elimination <head>from</head> the European Cup Winners ' Cup this week could mean for him .
__label__4(3),It will be needed if the railway is to succeed in its plans to extend the line <head>from</head> Blaenavon station up the mountain side to its present terminus at the Whistle Inn or beyond .
__label__3(1b),"The sepoy staggered off , clutching at the violin strings , out of the music-room and <head>down</head> the corridor with Fleury still on his back ."
__label__11(7b),It was the Lemarchand woman who would be hurting and probably fuming <head>with</head> impatience .
__label__12(6a),The two clusters evolved by duplication <head>of</head> an ancestral gene cluster before the divergence of the human and great ape lineages .
__label__about_topic,Presentations of costs of residential and fostering care and intermediate treatment which ignore these important considerations can result in unjustified conclusions <head>about</head> cost effectiveness .
__label__3(1b),"At the end of last year Hong Kong 's fledgling Securities and Futures Commission started looking into share purchases <head>by</head> Connaught Investors , part of the Jardine empire ."
__label__1(1),However it was to no avail : the Orcs swarmed <head>across</head> the river floating on broken timber beams and other debris .
__label__above_spatial,"Trafalgar House plc is constructing a bridge across the River Thames <head>above</head> the Dartford Tunnels , which it runs , using the tolls to pay for the bridge ."
__label__1(1),A handsome Irish youth with ginger hair squirted some boiling water <head>into</head> the teapot and swilled a cup of dark brown liquid into a chipped cup .
__label__10(7),"He regarded Lexandro musingly as a brother might a sister whose honour he must protect -- a sentiment which Lexandro had purged <head>from</head> his own soul , though he recognized the symptoms ."
__label__3(2),"Great rivalry between the boats sometimes led to angry words , or even sea battles , and when smoke over Downderry signalled a shoal <head>along</head> the coast , an exciting race would ensue ."
__label__3(1b),My eye skips <head>down</head> the page .
__label__6(4a),It was the rise <head>in</head> world crude prices which brought energy conservation seriously into view .
__label__12(6a),How do we know it would n't be a place of savagery and high priestesses and the ritual sacrifice <head>of</head> beautiful twelve-year-old boys ?
__label__8(3),I spoke <head>to</head> her politely .
__label__1(1),An elderly woman wrapped inside a dressing gown traipsed <head>across</head> the road : ` What 's going on ?
__label__10(7a),"Osteosarcoma is not usually classified <head>with</head> hormonal cancers , but its onset largely coincides with the final hormonal growth spurt in teenagers ."
__label__above_spatial,Then the balloons were off rising <head>above</head> Herefordshire to eleven and a half thousand feet instead of the planned ten and a half thousand .
__label__1(1),"He wanted above all to know that he still lay safe and quiet in his nameless grave ; he was heavy and burning <head>at</head> heart with his longing to ask , but he would not ."
__label__1(1),She was told where her room was and on the stairs -- there was no lift encountered a young woman in a black veil with a small pretty face peeping <head>between</head> the folds .
__label__12(5),Oakeshott 's analysis has its source in an Hegelian epistemology which enters English philosophy <head>through</head> the work of F. H. Bradley and Bernard Bosanquet .
__label__1(1),Suddenly a blond boy of about three darted through the door and the precious hope <head>in</head> Kerry 's heart died .
__label__6(3),"On 5 February 1900 Mr Thomas Box , then headmaster <head>of</head> Kidlington School , made this entry in his log-book :"
__label__3(2),Emily paced <head>around</head> the book-lined study and blamed her father for his hostile attitude to Craig .
__label__9(7),I enjoyed his excitement <head>with</head> politics .
__label__9(4),"It was his marriage <head>to</head> his wife Danielle , the heiress to a family fortune , which finally secured the soap-opera image ."
__label__1(1),In Philip Cohen 's research ( 1989b ) white working-class youths <head>in</head> south London expressed more or less sympathetic views on blacks depending on the context and topic of conversation .
__label__5(1d),They sprayed weedkiller <head>on</head> pensioner Martha Welsh 's prized lawn to ruin her chances .
__label__8(3),"The Collector , in a remote and academic sort of way , was musing <head>on</head> this question of ammunition , considering whether there was anything left which still might be fired ."
__label__1(1),"I became aware that feet were scuttling <head>down</head> the stairs , and my father was bellowing from the regions below , ` For God 's sake , come down ! """
__label__15(7a),Hobbes conceived <head>of</head> what he called a state of nature .
__label__2(1a),The protest issued from her lips <head>like</head> a cry of despair .
__label__1(1),"Grant shouts at his boat , banging an angry palm <head>onto</head> the wheel ."
__label__8(3),Faye groaned exaggeratedly <head>to</head> him .
__label__11(6),Lives Janet Barron praises the good grief <head>of</head> Ted Walker
__label__5(4),Father Poole blinked <head>in</head> dismay .
__label__3(2),"Laura grinned as she recalled her early teens when she and Liz , together with their school-friend Julie , had spent the holidays climbing trees , swimming , and bicycling <head>around</head> the beautiful Devonshire countryside ."
__label__5(3a),There were tawny wicker chairs heaped <head>with</head> cushions .
__label__6(5),He saw service in the Baltic Republics and earned a special commendation <head>for</head> his analysis of the situation among the ethnic groups .
__label__1(1),ENGINEERING experts are confident they can replace vital bolts <head>in</head> Teesside 's famous Transporter Bridge .
__label__6(4a),"Nevertheless it is very difficult to achieve even the major objectives listed above , either because some of them conflict in practice or because the policy tools are insufficient <head>in</head> number or effectiveness to complete the task adequately ."
__label__1(1),He says horror films and books often portray snakes <head>as</head> monsters ; now he wants people to get to know his reptiles so that they stop fearing them .
