The editor , a nervous man always conscious that none of his immediate predecessors had lasted more than two years in the job , held his readers ' adoration <head>of</head> royalty as an article of faith .	12(6a)
But while this was happening another student , who was a friend of both the dying man and myself , became convinced that God was going to heal the clergyman <head>of</head> his cancer .	12(6a)
For one moment he looked <head>into</head> her eyes , then calmly she set down her cup upon the silver trolley , and with a murmur to the Grand Duchess rose to her feet .	4(4)
Whatever the strength of Phillip 's affection for Marje , he was open <head>about</head> the void that Meli had left in his life .	about_topic
She despised him <head>for</head> an affair that had begun and ended thirty years before .	6(5)
The World Boxing Council says it will strip Bowe <head>of</head> its version of the title if he refuses to fight Lewis next .	14(7)
She finally found her voice , screaming as she bolted <head>from</head> the hideous life-form that was shaping even as she watched into the form , the outward appearance of a dead human .	1(1)
The armed guards who had escorted the combatants into the arena retreated <head>through</head> the flush-fitting doors , which they closed and locked behind them .	1(1)
When they visit I expect my husband to be polite <head>to</head> them .	8(3)-1
On his return <head>from</head> America -- with presents of nylons , and other goods still in short supply in England , for friends -- he continued with his usual round of private and business engagements .	1(1)
Ellen shrugged <head>at</head> his rudeness .	11(6)-1
The two-fold classification <head>into</head> more remote and accessible countryside areas is somewhat simplistic , but it does provide a useful guide to understanding spatial differences in rural population change .	7(7)
After cessation <head>of</head> therapy the serum HBeAg and HBV-DNA levels in these patients rebounded to baseline levels ( Fig 3 ) .	11(6)
Ruth sat <head>on</head> the loo and held her head in her hands .	1(1)
But instead of panicking , he proposed <head>to</head> his girlfriend , who sat with him throughout the ordeal .	8(3)
Northside have taken a trip from the street to the stage without appearing to stop off at the rehearsal room , and display no remorse at waltzing straight <head>into</head> the charts .	3(3)
She used to say that Christmas Eve was her favourite day of the year , and her enthusiasm added to the delight <head>of</head> anticipation .	9(5)
"Wide Work , despite the richness and width <head>of</head> the vein -- 6 ft. and more in places -- was much the same as when the "" German "" miners had left it ."	4(2)
Finally I twisted together lengths of red and white yarn to make a rope <head>for</head> the sledge and stitched some stars around the moon to add to the frosty effect .	5(4)
Lying <head>on</head> your tummy , raise your head and shoulders , curving the spine , inch by inch .	4(1c)
He walked between the pines and the cactus as if he were out for a stroll <head>round</head> his estate after dinner .	8(4)
He would never have guessed that Kitty was rarely more than a dozen yards away from him , knowing he was the one who troubled Mary , shadowing him <head>like</head> a conscience .	2(1a)
I suppose they were scared <head>of</head> what Sir Bruce might say .	13(6b)
The neat young businessman stares <head>at</head> me .	9(5)
It is not good for a physician to confide personal details of his life <head>to</head> a patient .	8(3)
Mrs Chalk was clattering <head>round</head> in the kitchen , and a savoury aroma was wafting from that region .	8(4)
However , now he knew she was angry <head>with</head> him for leaving her for so long .	9(7)
As I write there are a few small , unexcited newspaper reports <head>about</head> the progress of peace talks taking place , under the aegis of ex-President Jimmy Carter , in Atlanta , Georgia .	about_topic
She dashed <head>around</head> the corner , glad to see his dark bulk again .	4(3)-1
She was convinced now that her husband had been working on a book <head>about</head> The Hell Fire Club and	about_topic
Secondly , a change in a defendant 's domestic circumstances -- eviction <head>from</head> rented accommodation , dismissal from work , loss of family ties -- could well have an adverse effect on the choice of sentence following conviction .	10(7)
It looks like Labour and the Liberal Democrats are set to join forces , adding to the agony <head>for</head> Alan Winmill , who left Labour for the Tories last year .	2(2)-1
On 15 April 1984 the black dust began blowing <head>off</head> the tailings lake .	4(3)
"The ` Shivering Mountain "" derives its name from being a distinctly unstable lump <head>of</head> land , given to landslips ."	3(1b)
By the eighteenth century there was a considerable parting of the ways since the more erudite mathematical treatises <head>on</head> perspective , such as those by Lambert and Monge , were of no use to the practising artist .	8(3)
Prior to this she played Ophelia <head>in</head> both Hamlet and Rosencrantz and Guildenstern are Dead for Theatr Clwyd and on tour .	7(5)
His pay packet as Tory MP for Putney will plummet <head>to</head> 2,193 .	6(2a)
The Welsh international clutched his head <head>in</head> his hands fearing the worst -- and it happened .	1(1)
I 've had him put in a strait-jacket and one of those leather masks <head>with</head> the little bars over the mouth hole .	2(2)
We smoke a joint <head>in</head> my car .	1(1)
However , the kick enjoys a measure of success because it can literally curl around an otherwise effective guard and thump <head>into</head> the back of the opponent 's head .	2(2)
It was hard to tell because of the sun glinting <head>on</head> his glasses .	1(1)
And a man from the Co-op in Croft would cycle over each week to take orders , the goods coming later <head>by</head> van .	8(2c)
While many language tests are relatively quick and easy to use , they do not generate the quality of information desirable for diagnostic statements or the formulation <head>of</head> remedial intervention strategies ( see Chapter 9 ) .	9(5)
"The Long Beach Museum of Art in Long Beach , California , initiates the ` New Art : New Visions "" programme with an exhibition devoted to a reconsideration of the internment of Japanese-Americans <head>during</head> World War II ."	2(1a)
It 's cos they do n't sit in the seat properly , they slouch <head>in</head> them !	1(1)
Previously , the Aquino administration had been reluctant to charge Marcos or his wife with a criminal offence , for fear that their presence in the country could provoke an uprising <head>by</head> their supporters .	3(1b)
She took care of that by moving the buttons <head>on</head> her skirts , then buying a larger size .	1(1)
Burun leapt <head>to</head> his feet and charged out of the door .	6(2a)
Courts , in short , are especially kind and indulgent <head>to</head> women .	8(3)-1
Ronni got in , feeling a welcome dart of annoyance <head>at</head> the way he had issued that curt command .	11(6)-1
For the Americans it was the first declaration <head>in</head> a film that love for pleasure is not sin .	7(5)
Together with Cornish mother-of-two Lynn Hicks , whose navigator husband Steve died in the Gulf , the pair are now locked in battle <head>with</head> the Ministry of Defence .	6(4)
The parents <head>of</head> youngsters who go to play at the two local nurseries are very worried about the effects that the petrol station will have on their children .	6(3)
He went out and Robertson heard the hooves <head>of</head> his garron clopping on the road .	6(3)
He raised his good arm and struck the glass <head>with</head> his elbow , a single jab which shattered the window .	4(3)
The three lapsed into silence until the lorry was rumbling <head>over</head> Tower Bridge , then Freddie slipped his hand into his coat pocket and took out a handful of silver .	11(4)
The thick coils <head>of</head> hair had been pinned up beneath it by a patient Sister Anne , who sighed as she went about her task .	3(1b)
The Tweeds , both CB radio fans , met at a CB club barbecue <head>in</head> 1984 , shortly after Marcelle 's divorce from her first husband .	3(2)
Tobie was watching Loppe , who had suddenly disappeared <head>to</head> the shore , and was now coming back rather more slowly .	1(1)
She loved everything <head>about</head> this man , and when he took her she tried to stifle the cry of pain .	about_topic
4 October : The Princess Royal , President <head>of</head> the International Equestrian Federation , this morning gave a Press Conference at Wembley Conference Centre .	6(3)
Aristotle is credited with the first written record of the fact that certain marine predatory gastropods obtain their food <head>through</head> the holes they excavate in their prey .	13(5a)
"` I 'm sure there 's no need to worry yourself <head>about</head> that , missus . """	about_topic
At several review conferences the 138 non-nuclear signatories to the UN non-proliferation treaty have always made the point that the nuclear signatories , particularly the United Kingdom , are in breach <head>of</head> that treaty .	12(6a)
The proprietor took over , and was still serving the portions when one of the waitresses came in and whispered something <head>to</head> Delaney .	8(3)
She wondered if she should tell him <head>about</head> Amy 's having been a nurse .	about_topic
Place your hands <head>above</head> your knees so you can feel and see the muscle contractions .	above_spatial
There were two Abu Khadra Streets <head>in</head> Jaffa and there still is an Abu Khadra Mosque in Gaza .	1(1)
But I do n't hate Englishness <head>in</head> any way .	6(4a)-1
I now sat <head>by</head> her bedside and worked out ratios .	18(5)
We all prowl <head>around</head> the pool in a fabrication of isolation , none of us speaking .	4(3)
The ALP 's replacement of Peter Dowding , its unpopular Premier <head>of</head> Western Australia , shortly before the campaign began [ see p. 37250 ] , minimized its losses within the state .	6(3)
I hollered for fortified wines and drank quarts <head>of</head> tongue-frazzling black coffee .	3(1b)
Asimov took the idea from the tales of the feuding Greeks ' victories <head>over</head> the united Persians who so vastly outnumbered them .	6(2b)
There had been too many films taken , shown on TV , of Franklin D. Hauser departing <head>by</head> Lear jet in the States for yet another destination .	8(2c)
McKee ( 1987 ) reports that siblings <head>of</head> unemployed men were the second most important category ( after parents ) to give assistance .	6(3)
The stark three million milestone sparked the most bitter and rowdy Commons clashes <head>for</head> months with John Smith , the Labour leader , accusing the Prime Minister of standing idly by while unemployment soared .	12(10)
Star Micronics now exports printers <head>to</head> Russia .	1(1)
I 'm certain that her nickname <head>of</head> fungus-breath is a sign of affection .	9(5)
But whether it 's therapeutic <head>for</head> the reader is not for me to say .	3(3)
Hastily she searched for her purse in her bag , recalling part of their earlier conversation when he had been escorting her <head>around</head> the park .	3(2)
Mr Mason resigned <head>as</head> a Giuliani volunteer when the remarks were published in the Village Voice newspaper .	1(1)
From our East Oxford branch , proceed <head>along</head> the Cowley Road for approx. 1 mile until reaching a set of traffic lights .	1(1)
THE US is planning to ship bomb-grade uranium <head>to</head> Romania despite fears that it may be working on a nuclear weapons programme .	1(1)
THE chairman of the Russian parliament , Ruslan Khasbulatov , called openly for the first time yesterday for Boris Yeltsin 's impeachment after the Constitutional Court had ruled that the president had acted in contravention <head>of</head> the constitution .	12(6a)
This follows the discovery in December last year , at the end of a proving run from London to Glasgow , that some bolts <head>on</head> an axle had become loose .	1(1)
The thatched pyramid roofs reached almost <head>to</head> the ground and rose to points twenty feet overhead .	1(1)
This group is led by Ms Jayalalitha , a former film star , and , more important , a former mistress <head>of</head> the late Chief Minister , Mr M.G. Ramachandran .	6(3)
The Labour Party ceased to contest by-elections and ruled out extra-Parliamentary agitation of any kind as incompatible <head>with</head> its membership of the Government .	9(7)
Occasionally he hated her for it , because he took it to be a reproach <head>of</head> himself .	12(6a)
A peek <head>into</head> someone 's kettle will reveal either a clean element or one coated with a white , chalky substance , depending on the local water type .	4(4)
""" No thanks , "" he said , though with a note of envy <head>in</head> his voice ."	1(1)
But when we got there we found that the mountain we had perceived <head>from</head> the map to be the Cathedral , and which everyone else had perceived to be the Cathedral , was in fact another mountain altogether .	4(3)
"Such language focused attention <head>on</head> the individuals or groups who were ` breaking the law "" , ` committing criminal acts "" , and threatening the interests of the law-abiding ` majority "" ."	11(5)
Suddenly Clare 's baby was wearing jeans and a navy nylon anorak , and howling <head>for</head> tough boots like the village boys ' .	5(4)
Women have proved to be astute <head>in</head> business .	7(5)
By the time he made it the sleet had soaked <head>through</head> every layer of his clothing .	2(1a)
What did your father appreciate most <head>in</head> the work of Modigliani ?	7(5)
"I forgot eggs , "" he called , and scampered off <head>down</head> the stairs to get some from an early dairy around the corner ."	1(1)
It was also an escape <head>from</head> the pressure he was putting on her .	10(7)
In time , perhaps , she would make efforts to conceal her resentment about his ability to make her feel guilty , and he would make efforts to conceal his anguish <head>about</head> the loss of her .	about_topic
freezing the long-closed eyelids <head>of</head> Romans .	6(3)
"` Minders "" , our child care service in Nidri for those between 4 and 13 , is free <head>for</head> Dinghy Sailing and Villa-Flotilla clients ."	2(2)-1
The incident happened in February last year , while Frak was working <head>at</head> the Ashbury Lodge Nursing Home in Marlborough Road in Swindon .	1(1)
A single hill contains a colony <head>of</head> several million insects .	3(1b)
All four books about Ayesha , defined <head>by</head> courtesy and by their subject-matter as adventure stones , contain in fact relatively little action .	5(2)
There was n't a hope <head>in</head> the hospital .	1(1)
( Opposite , middle ) Anyone who has dined <head>on</head> crab or lobster will know how well the hard carapace of these animals protects their soft flesh .	9(3a)
She breakfasted <head>on</head> fried bread and bacon , and tea with four spoons of sugar , before a full turkey dinner with the other 33 residents at her nursing home in Redcar , Cleveland .	9(3a)
No uprising <head>of</head> deaf and dumb people ever took place , as the government wisely ignored this particular proposal of the Royal Commission .	6(3)
They rotated three times <head>on</head> the plank and the chain was removed .	4(1c)
Dorset , Devon and Cornwall on the English Channel side are Britain 's riviera , more sheltered from the prevailing winds , and offering a charmingly soft coastline dotted <head>with</head> pretty fishing villages .	5(3a)
Within a few days the Slovene peasants of the Krka valley <head>between</head> Novo Mesto and the Croatian border had also risen .	1(1)
The purge within Japanese defence personnel had gone too far and the same applied to the purge <head>of</head> politicians .	12(6a)
The whole thorny question of Equity membership is linked with the step <head>from</head> drama school to agent 's office -- and indeed applies equally at the audition for the first job .	1(1)
The new plans followed the recommendations of a government commission formed after Hutu massacres <head>of</head> Tutsis in 1988 and army retaliation against the Hutus [ see pp. 36328-29 ] .	12(6a)
During the mill 's restoration , David Verey , with the co-operation of Lord Bathurst , was fortunate enough to obtain the working parts from a mill <head>at</head> North Cerney , these being fitted to the restored building .	1(1)
Edward lifted it and splashed a little water <head>into</head> the teapot , swirling it around .	1(1)
"` I just hope whoever wins will do their best <head>for</head> the country . """	2(2)-1
But as he went in , something landed on his back and he felt strong , sinewy hands fasten <head>round</head> his throat .	3(2)
She pressed herself <head>into</head> her corner of the sofa .	2(2)
However it was to no avail : the Orcs swarmed <head>across</head> the river floating on broken timber beams and other debris .	1(1)
This program requested <head>from</head> the user assumptions on wastage and recruitment patterns , as well as the grade specific rates of upgrading produced by the evaluation program .	4(3)
In an interview with The Times of India on Oct. 5 , 1990 , King Wangchuck expressed his willingness to enter into a dialogue <head>with</head> the dissidents .	1(1)
The project was initiated following the statement <head>from</head> a disabled traveller one hot summer's day, when the guard and a volunteer helped the passenger into the usual place -- the guard's van.	12(9)-1
To win one of 25 copies of the Book <head>of</head> Secrets , tell us on a postcard who wrote The Great Lover and send it to Country Living /Love at the address on page 2 by 31 March .	17(8)
If income is over 00,000 accounts will be fully audited , but for many charities income tends to fluctuate <head>around</head> the 00,000 mark .	1(1)
My broken finger hurt <head>like</head> hell .	2(1a)
Her thinking grabbed her and she raced down to the beach , and followed the rocky shoreline looking <head>for</head> signs of him , but saw nothing .	5(4)
Corbett felt his own anger boil <head>at</head> the Prioress ' air of righteous indignation .	11(6)-1
They drop gracefully <head>off</head> their perches in mid-flow and preferably with as much publicity as possible .	4(3)
Again and again these feminist lexicographers refuse and indeed poke fun at the authoritative pronouncements <head>of</head> mainstream lexicography .	6(3)
When interviewed by complaints department officers he made similar allegations <head>about</head> fabrication of admissions .	about_topic
She lay on the bed and pulled the coverlet up over herself and the golden Satan shone <head>behind</head> her closed eyes .	1(1)
And God bless Mrs Melburn and this big woman lady who has been kind <head>to</head> me today .	8(3)-1
He studied <head>with</head> Fanny Waterman and at the Moscow Conservatoire .	1(1)
If that does not work try packing the nostrils <head>with</head> cotton wool and and applying ice cubes to either side of the nose .	5(3a)
I mourn <head>for</head> what has been destroyed .	5(4)
I stepped <head>round</head> him and went back to the house .	6(3a)
The effects of large fortnightly/monthly water changes can prove deadly <head>to</head> angel and butterfly fish by upsetting their stable environment .	14(6)
He hopes to set up a rolling fund to help other Romanian babies <head>with</head> problems which could be treated in this country .	2(2) 10(7a)
"The Quebec premier , Mr Robert Bourassa , condemned the killings <head>as</head> a ` barbaric carnage "" and declared three days of official mourning ."	1(1)
On either side <head>of</head> a huge stone fireplace were more French doors .	2(1a)
Soon after our conversation was interrupted by my flailing attempts to follow Grond while Pat scampered <head>after</head> me on what appeared to be a completely different route .	5(2)
Speaking through his solicitor he refused to join the debate <head>over</head> the identification of defendants in rape cases .	16(7)
George Best , a thin teenager <head>from</head> Belfast , whose dribbling skills made him into a star with Manchester United and the darling of the sports and gossip columns epitomized the new era .	4(3)
No noise came so I peeked <head>round</head> the door .	6(3a)
Because of what had happened , some of her excitement <head>at</head> the thought of seeing Czechoslovakia had ebbed .	11(6)-1
He said , ` That was most improper <head>of</head> me if I did .	13(6b)
Police discovered the Mini van <head>in</head> the warehouse in the nearby City Walls Road while carrying out a systematic search of the whole city .	7(5)
The arrests occur amid allegations <head>by</head> Pakistan 's leading suspected drugs trafficker , Haji Iqbal Baig , against a number of government ministers .	3(1b)
In Hahn 's final 1,600-page report published on Sept. 13 , Bradley was cleared of criminal wrongdoing but criticized <head>for</head> poor judgment in private financial dealings .	6(5)
The assistant chief constable also said last night that police had arrested four people <head>in</head> Derby after the shooting and they were assisting detectives with their inquiries .	1(1)
"` You 're terribly unkind <head>about</head> Colonel Foxton , "" Christabel told her ."	about_topic
Analogical inheritance can be used to guide the augmentation <head>of</head> a semantic net .	12(6a)
The case was also , however , framed as a conspiracy <head>between</head> Shell and others to contravene the sanctions order .	4(4)
She could even hear the little lizards darting on scratchy little claws <head>among</head> the bougainvillaea on the low ornamental wall .	1(1)
Many of the world 's major mining operations are having a disastrous impact on the environment , according to a new report <head>from</head> the Washington-based Worldwatch Institute .	4(3)
"Gonzalez described the talks as "" fruitful and constructive "" and praised the Moroccan government <head>for</head> its efforts regarding the Middle East peace process ( see p. 36437 ) ."	6(5)
"I had gone so far that to blow it at that point would have been a big disappointment <head>for</head> me , "" he said ."	2(2)-1
And since they 've refused repeatedly to have a public inquiry into what is going on there we 're not certain <head>of</head> the safety of what 's coming out .	13(6b)
"` It has seemed like that , "" he said sombrely , looking <head>off</head> into the distance ."	1(1)
He gave up his job with Exeter social services department in May to travel <head>with</head> girlfriend Claire Soper before their planned wedding next September .	1(1)
` There are some cans <head>of</head> drink on the back seat if you 're thirsty .	3(1b)-1
As foreseen by the dark clouds , it began to rain <head>during</head> the afternoon and by the time the headlights of Markby 's car illuminated the front windows of Rose Cottage , it was fairly tipping down .	1(1)
To soothe the nationalists , Franco resorted yet again to the rituals <head>of</head> Falangism to remind everyone what were the constants of his power .	6(3)
The Younger Committee made no attempt at a definitive statement <head>on</head> what constituted privacy , contenting itself with a summary of different approaches and attempts at definition.	8(3)
But the parting has brought some sweet sorrow <head>to</head> her and her landlord .	8(3)-1
But when they descended <head>by</head> special lift from the fifth , nomenklatura floor , they found they could traverse only one passage .	5(2)
However , the six states that joined in this new venture were strong supporters of the Council and saw no incompatibility <head>between</head> the two bodies .	6(4b)
Although donors may be asked to donate <head>for</head> a patient not in the UK the bone marrow is still taken as stated before and the collected marrow sent to the patient .	3(3)
However , the small number of implied covenants have a part to play in contributing towards the comfort of tenants and some have attracted the attention <head>of</head> Parliament .	11(6)
Dexter yearned <head>for</head> a cigarette and squeezed his ballpoint tighter to quieten the urge .	6(5)
` May I phone <head>for</head> a taxi to the hotel ?	5(4)
Basically it was about certain British officials allegedly colluding <head>in</head> drug-test avoidance at some meetings in the early eighties .	7(5)
A butcher 's shop , where a blue-aproned , grizzle-headed man <head>in</head> a bloodstained straw boater reached between two swinging carcasses of lamb for sausages from a marble slab .	1(1)-1
Instead he took a curtain call , and at the last minute before he was to slide behind the curtains behind the bar , he reached for the flowers thrown to him earlier and broke off some of the roses , swaggering <head>round</head> the circle of admirers handing out the roses to the women .	8(4)
But that could all change with proposals to merge the council <head>with</head> the six smaller district councils within the county .	1(1)
We went for an excursion <head>to</head> the Peloponnesian mainland opposite .	1(1)
Nevertheless , though difficulties remain in locating each possible measurement focus , the idea is one that provides an escape <head>from</head> the dominant ( if woolly ) notion of accruals accounting as an all-or-nothing alternative to cash accounting .	10(7)
For a long time he gazed <head>into</head> the depths of the rice , muttering .	4(4)
On the other hand , you may be looking for video material which gives your students the experience of listening to speech against background noise , coming from speakers who are making no concessions <head>to</head> their listeners .	8(3)
It was not her father 's revelation <head>of</head> an affair that surprised her .	12(6a)
There were rows and rows of cheaply printed books of weird poetry <head>about</head> erotic fantasies all of which had close links with LSD	about_topic
The precession of the satellite 's orbit -- the way it swings slowly <head>round</head> the Earth -- will mean that successive 30o-segments will overlap by 15o , so assisting the procedure of confirming sources .	5(3)
